0,1,2,3,4,5,6
0.19894,0.27052,0.26309,0.33681,0.30582,0.2507,-1
1.2288,1.0996,2.3149,0.28981,0.33023,0.31168,1
0.27052,0.26309,0.15003,0.30582,0.2507,0.25918,-1
1.0996,2.3149,4.2525,0.33023,0.31168,0,1
0.26309,0.15003,0.26783,0.2507,0.25918,0.25709,-1
0.15003,0.26783,0.18891,0.25918,0.25709,0.35005,-1
0.26783,0.18891,0.1078,0.25709,0.35005,0.20068,-1
0.18891,0.1078,0.13595,0.35005,0.20068,0.20973,-1
0.1078,0.13595,0.30174,0.20068,0.20973,0.2206,-1
0.13595,0.30174,0.17703,0.20973,0.2206,0.1997,-1
0.30174,0.17703,0.034715,0.2206,0.1997,0.2215,-1
0.17703,0.034715,0.13332,0.1997,0.2215,0.22701,-1
0.034715,0.13332,0.057009,0.2215,0.22701,0.24185,-1
0.13332,0.057009,0.12697,0.22701,0.24185,0.22364,-1
0.057009,0.12697,0.20104,0.24185,0.22364,0.20582,-1
0.12697,0.20104,0.09621,0.22364,0.20582,0.21827,-1
0.20104,0.09621,0.13594,0.20582,0.21827,0.18516,-1
0.09621,0.13594,0.16649,0.21827,0.18516,0.18753,-1
0.13594,0.16649,0.12594,0.18516,0.18753,0.20487,-1
0.16649,0.12594,0.12505,0.18753,0.20487,0.17678,-1
0.12594,0.12505,0.256,0.20487,0.17678,0.21176,-1
0.12505,0.256,0.045261,0.17678,0.21176,0.19113,-1
0.256,0.045261,0.010424,0.21176,0.19113,0.17894,-1
0.045261,0.010424,0.25572,0.19113,0.17894,0.17546,-1
0.010424,0.25572,0.10297,0.17894,0.17546,0.18461,-1
0.25572,0.10297,0.0072846,0.17546,0.18461,0.19302,-1
0.10297,0.0072846,0.15783,0.18461,0.19302,0.22219,-1
0.0072846,0.15783,0.21405,0.19302,0.22219,0.25709,-1
0.15783,0.21405,0.10856,0.22219,0.25709,0.25937,-1
0.21405,0.10856,0.24089,0.25709,0.25937,0.23748,-1
0.10856,0.24089,0.18255,0.25937,0.23748,0.19232,-1
0.24089,0.18255,0.47129,0.23748,0.19232,0.2303,-1
0.18255,0.47129,0.77345,0.19232,0.2303,0.22201,-1
0.47129,0.77345,1.6996,0.2303,0.22201,0.20605,-1
0.77345,1.6996,1.7116,0.22201,0.20605,0.17664,-1
1.6996,1.7116,1.8104,0.20605,0.17664,0.26142,-1
1.7116,1.8104,1.6218,0.17664,0.26142,0.30295,-1
1.8104,1.6218,1.2495,0.26142,0.30295,0.37689,-1
1.6218,1.2495,1.0123,0.30295,0.37689,0.3827,-1
1.2495,1.0123,4.8672,0.37689,0.3827,0.24378,-1
1.0123,4.8672,2.9562,0.3827,0.24378,0.31377,-1
4.8672,2.9562,1.139,0.24378,0.31377,0.34379,1
2.9562,1.139,1.796,0.31377,0.34379,0.42568,1
1.139,1.796,1.6139,0.34379,0.42568,0.50096,1
1.796,1.6139,1.8676,0.42568,0.50096,0.4715,1
1.6139,1.8676,1.9988,0.50096,0.4715,0.47891,1
1.8676,1.9988,3.0198,0.4715,0.47891,0.35091,1
1.9988,3.0198,2.0664,0.47891,0.35091,0.43009,1
3.0198,2.0664,0.8991,0.35091,0.43009,0.48317,1
2.0664,0.8991,0.10526,0.43009,0.48317,0.45268,1
0.8991,0.10526,0.58608,0.48317,0.45268,0.4964,1
0.10526,0.58608,1.5915,0.45268,0.4964,0.50051,1
0.58608,1.5915,1.3105,0.4964,0.50051,0.45003,1
1.5915,1.3105,0.72201,0.50051,0.45003,0.43886,1
1.1352,1.7802,1.8425,0,0.35951,0.3785,-1
1.3105,0.72201,0.8152,0.45003,0.43886,0.439,1
1.7802,1.8425,1.8355,0.35951,0.3785,0.35862,-1
0.72201,0.8152,1.5268,0.43886,0.439,0.36304,1
1.8425,1.8355,1.7761,0.3785,0.35862,0.43907,-1
0.8152,1.5268,1.0393,0.439,0.36304,0.37242,1
1.8355,1.7761,1.4572,0.35862,0.43907,0.44038,-1
1.5268,1.0393,0.43755,0.36304,0.37242,0.44561,1
1.7761,1.4572,1.201,0.43907,0.44038,0.35793,-1
1.0393,0.43755,1.1068,0.37242,0.44561,0.38505,1
1.4572,1.201,1.0949,0.44038,0.35793,0.39582,-1
0.43755,1.1068,1.8405,0.44561,0.38505,0.56973,1
1.201,1.0949,1.0886,0.35793,0.39582,0.38549,-1
1.1068,1.8405,1.4932,0.38505,0.56973,0.49822,1
1.0949,1.0886,0.97322,0.39582,0.38549,0.38717,-1
1.8405,1.4932,3.9475,0.56973,0.49822,0.27985,1
1.0886,0.97322,0.70076,0.38549,0.38717,0.34985,-1
1.4932,3.9475,4.2229,0.49822,0.27985,0.23212,1
0.97322,0.70076,0.49588,0.38717,0.34985,0.37684,-1
3.9475,4.2229,1.8092,0.27985,0.23212,0.33919,1
0.70076,0.49588,0.89045,0.34985,0.37684,0.47377,-1
4.2229,1.8092,2.012,0.23212,0.33919,0.34867,1
0.49588,0.89045,1.3858,0.37684,0.47377,0.40882,-1
1.8092,2.012,1.0705,0.33919,0.34867,0.41231,1
0.89045,1.3858,1.9808,0.47377,0.40882,0.47735,-1
2.012,1.0705,2.9982,0.34867,0.41231,0.3763,1
1.3858,1.9808,1.6383,0.40882,0.47735,0.57712,-1
1.0705,2.9982,3.3167,0.41231,0.3763,0.26821,1
1.9808,1.6383,1.5776,0.47735,0.57712,0.55112,-1
2.9982,3.3167,1.5604,0.3763,0.26821,0.37681,1
1.6383,1.5776,1.7073,0.57712,0.55112,0.52035,-1
3.3167,1.5604,3.056,0.26821,0.37681,0.34447,1
1.5776,1.7073,1.969,0.55112,0.52035,0.50056,-1
1.5604,3.056,2.8026,0.37681,0.34447,0.36698,1
1.7073,1.969,1.9643,0.52035,0.50056,0.54792,-1
3.056,2.8026,1.4354,0.34447,0.36698,0.4116,1
1.969,1.9643,2.3045,0.50056,0.54792,0.34518,-1
2.8026,1.4354,1.3546,0.36698,0.4116,0.37919,1
1.9643,2.3045,2.5473,0.54792,0.34518,0.2773,-1
1.4354,1.3546,1.6346,0.4116,0.37919,0.30725,1
2.3045,2.5473,1.6117,0.34518,0.2773,0.17573,-1
1.3546,1.6346,1.6049,0.37919,0.30725,0.28503,1
2.5473,1.6117,1.8324,0.2773,0.17573,0.2568,-1
1.6346,1.6049,1.0468,0.30725,0.28503,0.26922,1
1.6117,1.8324,2.6427,0.17573,0.2568,0.29676,-1
1.6049,1.0468,0.42128,0.28503,0.26922,0.3,1
1.8324,2.6427,2.2531,0.2568,0.29676,0.21106,-1
1.0468,0.42128,1.2456,0.26922,0.3,0.2656,1
2.6427,2.2531,1.8869,0.29676,0.21106,0.28471,-1
0.42128,1.2456,1.377,0.3,0.2656,0.2877,1
2.2531,1.8869,1.3919,0.21106,0.28471,0.21493,-1
1.2456,1.377,0.79256,0.2656,0.2877,0.35191,1
1.8869,1.3919,1.684,0.28471,0.21493,0.21078,-1
1.377,0.79256,1.0489,0.2877,0.35191,0.36737,1
1.3919,1.684,1.1699,0.21493,0.21078,0.19219,-1
0.79256,1.0489,3.7785,0.35191,0.36737,0.22066,1
1.684,1.1699,1.3914,0.21078,0.19219,0.1988,-1
1.0489,3.7785,1.4421,0.36737,0.22066,0.28578,1
1.1699,1.3914,1.4301,0.19219,0.1988,0.21605,-1
3.7785,1.4421,1.2679,0.22066,0.28578,0.2391,1
1.3914,1.4301,1.3147,0.1988,0.21605,0.22151,-1
1.4421,1.2679,1.4002,0.28578,0.2391,0.2153,1
1.4301,1.3147,1.3599,0.21605,0.22151,0.24755,-1
1.2679,1.4002,1.6827,0.2391,0.2153,0.35844,1
1.3147,1.3599,1.2364,0.22151,0.24755,0.27034,-1
1.4002,1.6827,0.72147,0.2153,0.35844,0.36372,1
1.3599,1.2364,1.0908,0.24755,0.27034,0.20139,-1
1.6827,0.72147,0.30635,0.35844,0.36372,0.31167,1
1.2364,1.0908,1.0408,0.27034,0.20139,0.24879,-1
0.72147,0.30635,1.3783,0.36372,0.31167,0.32991,1
1.0908,1.0408,0.89729,0.20139,0.24879,0.20173,-1
0.30635,1.3783,1.7127,0.31167,0.32991,0.39009,1
1.0408,0.89729,0.64902,0.24879,0.20173,0.19899,-1
1.3783,1.7127,0.61088,0.32991,0.39009,0.3639,1
0.89729,0.64902,0.50727,0.20173,0.19899,0.18041,-1
1.7127,0.61088,0.52395,0.39009,0.3639,0.38216,1
0.64902,0.50727,0.51951,0.19899,0.18041,0.15248,-1
0.61088,0.52395,0.91459,0.3639,0.38216,0.36831,1
0.50727,0.51951,0.33493,0.18041,0.15248,0.16245,-1
0.52395,0.91459,2.6324,0.38216,0.36831,0.18166,1
0.51951,0.33493,0.36333,0.15248,0.16245,0.17829,-1
0.91459,2.6324,3.1423,0.36831,0.18166,0.13037,1
0.33493,0.36333,0.5193,0.16245,0.17829,0.21491,-1
2.6324,3.1423,1.7305,0.18166,0.13037,0.17402,1
0.36333,0.5193,0.30248,0.17829,0.21491,0.17358,-1
3.1423,1.7305,2.4908,0.13037,0.17402,0.36117,1
0.5193,0.30248,0.37671,0.21491,0.17358,0.12781,-1
1.7305,2.4908,2.1979,0.17402,0.36117,0.36763,1
0.30248,0.37671,0.49362,0.17358,0.12781,0.14487,-1
2.4908,2.1979,2.0318,0.36117,0.36763,0.41245,1
0.37671,0.49362,0.51894,0.12781,0.14487,0.13246,-1
2.1979,2.0318,1.6171,0.36763,0.41245,0.38657,1
0.49362,0.51894,0.31989,0.14487,0.13246,0.13045,-1
2.0318,1.6171,1.3305,0.41245,0.38657,0.37993,1
0.51894,0.31989,0.51931,0.13246,0.13045,0.12191,-1
1.6171,1.3305,2.3013,0.38657,0.37993,0.42536,1
0.31989,0.51931,0.11199,0.13045,0.12191,0.1214,-1
1.3305,2.3013,2.5949,0.37993,0.42536,0.42491,1
0.51931,0.11199,0.54224,0.12191,0.1214,0.1327,-1
2.3013,2.5949,1.4512,0.42536,0.42491,0.41459,1
0.11199,0.54224,0.31077,0.1214,0.1327,0.12119,-1
2.5949,1.4512,1.2113,0.42491,0.41459,0.40449,1
0.54224,0.31077,0.3912,0.1327,0.12119,0.11499,-1
1.4512,1.2113,1.3601,0.41459,0.40449,0.40426,1
0.31077,0.3912,0.13672,0.12119,0.11499,0.12342,-1
1.2113,1.3601,0.73804,0.40449,0.40426,0.37345,1
0.3912,0.13672,0.10383,0.11499,0.12342,0.1331,-1
1.3601,0.73804,1.0239,0.40426,0.37345,0.37919,1
0.13672,0.10383,0.047032,0.12342,0.1331,0.12392,-1
0.73804,1.0239,1.6533,0.37345,0.37919,0.39214,1
0.10383,0.047032,0.18126,0.1331,0.12392,0.11822,-1
1.0239,1.6533,2.5121,0.37919,0.39214,0.42941,1
0.047032,0.18126,0.2166,0.12392,0.11822,0.11524,-1
1.6533,2.5121,1.7876,0.39214,0.42941,0.41744,1
0.18126,0.2166,0.15748,0.11822,0.11524,0.12275,-1
2.5121,1.7876,1.531,0.42941,0.41744,0.32179,1
0.2166,0.15748,0.076291,0.11524,0.12275,0.11675,-1
1.7876,1.531,1.6522,0.41744,0.32179,0.33445,1
0.15748,0.076291,0.11549,0.12275,0.11675,0.14463,-1
1.531,1.6522,0.89255,0.32179,0.33445,0.3169,1
0.076291,0.11549,0.084733,0.11675,0.14463,0.12275,-1
1.6522,0.89255,0.97691,0.33445,0.3169,0.3278,1
0.11549,0.084733,0.12804,0.14463,0.12275,0.13062,-1
0.89255,0.97691,0.98533,0.3169,0.3278,0.38465,1
0.084733,0.12804,0.18577,0.12275,0.13062,0.1279,-1
0.97691,0.98533,2.5738,0.3278,0.38465,0.36709,1
0.12804,0.18577,0.13929,0.13062,0.1279,0.13512,-1
0.98533,2.5738,2.7142,0.38465,0.36709,0.35156,1
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
